mediaID	occid	url	originalUrl	thumbnailUrl
6594682	3	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010003.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010003_lg.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010003_tn.jpg
66331	6	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1003_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1003_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1003_C1_tn.jpg
5659180	6	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001003.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001003_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001003_tn.jpg
66329	7	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10031_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10031_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10031_C1_tn.jpg
5711551	7	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010031.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010031_lg.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010031_tn.jpg
66328	8	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10032_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10032_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10032_C1_tn.jpg
5711552	8	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010032.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010032_lg.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010032_tn.jpg
66330	9	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10033_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10033_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10033_C1_tn.jpg
5659404	9	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-010/DBG-F-010033.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-010/DBG-F-010033_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-010/DBG-F-010033_tn.jpg
66332	10	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1004_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1004_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1004_C1_tn.jpg
5573587	10	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001004.JPG	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001004_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001004_tn.jpg
6594683	12	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010046.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010046_lg.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010046_tn.jpg
89572	14	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C00.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C00_tn.jpg
89573	14	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10050_C1_tn.jpg
89574	15	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C00.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C00_tn.jpg
89575	15	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10058_C1_tn.jpg
66334	16	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1006_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1006_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1006_C1_tn.jpg
5661267	16	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001006.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001006_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001006_tn.jpg
89579	17	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C00.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C00_tn.jpg
89580	17	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10063_C1_tn.jpg
89581	18	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C00.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C00_tn.jpg
89582	18	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10064_C1_tn.jpg
89583	19	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C00.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C00_tn.jpg
89584	19	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00010/10065_C1_tn.jpg
6594684	21	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010067.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010067_lg.jpg	https://biocoll.inhs.illinois.edu/media/myco/DBG_DBG/DBG-F-010/DBG-F-010067_tn.jpg
66337	22	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1007_C1.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1007_C1_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/00001/1007_C1_tn.jpg
104873	22	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007_S00.JPG	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007_S00_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007_S00_tn.jpg
5660326	22	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007_lg.jpg	https://biocoll.inhs.illinois.edu/media/idigbio/dbg/mycology/DBG-F-001/DBG-F-001007_tn.jpg
